slide valve %,vibration motor mm/s,discharge pressure bara,discharge temperature degC,suction pressure bara,suction temperature degC,cooling water temperature degC,cooling water return temperature degC,cooling water flow m3/h,cooling water header pressure barg,chilled water return temperature degC,chilled water supply temperature degC,motor current,motor bearing DE temperature degC,motor bearing NDE temperature degC,Motor Stator Temperature degC,Motor Stator Temperature degC,Motor Stator Temperature degC,Oil Pressure bara,,Oil Pressure bara_2,Oil Temperature degC,OutsideTemperature
74.7103,0.8349,12.399,68.4038,5.5446,7.5277,28.7639,31.622,1321.3451,4.9774,14.5026,11.0842,15.7623,59.6161,46.1833,75.8006,73.9445,74.4396,15.76,10.941,51.4474,31.6882
82.994,0.7646,12.4664,71.7067,5.5531,7.4822,28.5199,31.4891,1321.9196,4.9799,14.9552,11.3144,16.6177,59.6038,46.7622,75.3489,74.2858,74.7012,15.8933,11.0452,51.6528,32.0451
95.0818,1.0394,12.6329,70.777,5.4467,6.912,28.5553,31.345,1317.1962,4.9784,15.2146,11.0846,17.4536,59.3934,46.6572,77.2507,74.4987,75.7575,16.1228,11.0813,50.829,31.5297
99.6793,0.8349,13.0216,68.6383,5.2159,6.5152,28.4629,31.3002,1318.7205,4.9778,15.1973,10.6106,22.4595,60.0539,47.9697,76.6344,75.0568,76.466,16.3077,11.4107,51.1852,30.696
89.0959,0.9692,12.6228,72.3104,5.4916,7.1991,28.4294,31.5337,1312.9811,4.9785,15.0871,11.3759,17.201,60.7607,47.1427,76.9878,75.9029,76.0324,15.8979,11.204,51.9055,30.6434
86.9763,0.8327,12.5738,71.5763,5.5214,6.869,28.358,31.6,1321.3638,4.9783,15.1511,11.1319,16.9829,60.844,48.0541,76.8922,75.8782,76.2097,16.0009,11.113,51.1404,30.022
83.2268,0.8022,12.6404,68.6948,5.6099,7.5092,28.4037,31.6857,1319.7111,4.9782,15.0689,11.2881,17.086,61.4513,47.1565,78.0327,76.8817,77.021,16.0179,11.0982,51.4644,29.635
100.0,0.7831,12.9597,73.0806,5.1978,6.2017,28.5093,31.6534,1327.6077,4.9788,15.1407,10.4439,21.6543,61.9911,46.4741,77.4265,75.8856,76.6411,16.3038,11.5974,51.8363,29.0157
98.3651,0.8635,13.0169,70.9858,5.3018,6.6987,28.5256,31.251,1322.1806,4.979,15.527,10.8851,21.7512,62.0522,45.8541,77.758,76.2134,77.0968,16.335,11.4787,51.1825,28.6407
100.0,0.7899,12.963,68.1696,5.2422,7.4821,28.5614,31.2884,1324.9914,4.9779,15.3473,11.3254,22.0397,62.0061,45.7068,78.9163,76.0963,76.9951,16.2312,11.4652,51.5585,28.887
93.1469,0.8346,12.8715,73.908,5.1819,6.1007,28.4312,31.7449,1328.5771,4.9779,15.0054,10.1631,19.0336,62.4289,44.9899,77.6544,76.9703,76.1893,15.9905,11.2814,51.9967,28.6965
98.5857,0.8895,12.9837,70.8033,5.2988,7.0307,28.6405,31.5092,1324.5781,4.9781,15.0405,10.8316,21.2229,62.3306,44.9953,78.246,76.3911,77.5256,16.2908,11.4875,51.3507,28.138
99.1453,0.7764,12.7029,68.3655,5.4911,7.4326,28.4177,31.7571,1327.5408,4.9765,15.11,11.2871,22.1477,62.8091,44.4306,77.3659,76.778,77.642,16.1447,11.5376,52.1214,27.6882
87.6309,0.9747,12.5855,72.7334,5.5514,7.014,28.4027,31.7833,1323.9886,4.9772,15.2293,11.2007,17.0688,61.579,44.4402,77.5834,75.3118,76.3127,15.947,11.1024,51.5182,28.173
84.9808,0.9187,12.5554,72.0841,5.5477,6.8577,28.5733,31.5732,1326.4344,4.9794,14.9643,11.3613,16.7572,62.3969,44.1027,78.3413,76.1237,76.4182,15.8635,11.1472,51.3913,26.3721
86.4976,1.045,12.602,68.4573,5.5217,7.5049,28.5469,31.6106,1316.3691,4.9949,15.0308,11.512,17.1448,62.0389,43.7848,77.1021,76.4121,76.634,15.9831,10.9973,51.8365,27.6685
93.1683,0.9396,12.8694,72.3844,5.2974,6.3728,28.5087,31.4637,1325.2722,4.9934,15.0589,10.492,19.5781,60.8361,43.6824,78.0611,75.6381,76.4568,16.1532,11.2626,51.66,25.9377
83.2659,0.8248,12.5136,69.4307,5.5337,7.508,28.509,31.3995,1326.2553,4.9941,15.0027,11.4303,17.4133,61.2068,42.7422,77.2363,75.8936,76.2088,15.9249,10.9776,51.0182,26.4663
100.0,0.9182,12.8735,67.8213,5.2908,6.5467,28.4629,30.9839,1320.7102,4.9939,15.4123,10.6191,21.4894,60.899,42.6391,76.2328,74.8604,76.6425,16.3192,11.4523,50.94,26.5677
97.2165,1.0424,12.9446,70.8438,5.2288,6.7119,27.9868,30.8173,1321.2331,4.996,15.4026,10.8086,21.843,60.3172,42.999,76.6005,75.6529,75.417,16.1045,11.333,50.8554,26.697
83.1135,0.9962,12.3775,69.7796,5.6069,7.4127,28.0568,31.1435,1323.1836,4.9945,15.214,11.2282,15.696,60.2884,42.8457,76.7621,75.965,75.1257,15.6594,10.9393,50.7705,27.8826
100.0,0.9116,12.7907,67.819,5.2709,6.8505,28.0026,30.7564,1327.084,4.9935,15.3513,10.9459,21.9614,60.1979,42.7507,76.6954,74.8319,74.8533,16.0508,11.2239,51.4391,27.2225
100.0,1.0325,12.9234,71.1817,5.2151,6.3623,28.1214,30.81,1320.4598,4.9929,15.5344,10.8418,22.0171,60.9766,43.0049,75.654,74.7936,75.1573,16.2257,11.3767,51.0482,26.8307
100.0,0.8527,12.7646,69.087,5.2632,6.4893,28.0408,30.868,1319.8652,4.9923,15.5104,10.7124,21.3361,60.7545,42.593,76.0545,75.6733,75.4845,16.0998,11.2838,50.5471,26.5819
99.8357,0.8653,12.9065,68.519,5.2486,6.5415,27.9586,30.8082,1318.6251,4.9938,15.4964,10.4848,21.4801,60.4458,42.1555,75.9824,75.3317,75.9414,16.2423,11.384,51.3978,26.4686
92.5723,0.8468,12.7376,71.2877,5.3347,6.3198,27.9948,30.7925,1314.018,4.993,15.1347,10.6232,18.4698,60.2963,41.9917,75.9646,74.2578,74.8573,15.8675,11.0709,51.0975,26.389
97.8999,0.9351,12.6537,70.1154,5.2764,6.4561,28.0476,31.0039,1318.7379,4.9925,15.2649,10.6831,20.9515,59.4929,41.8524,76.0949,74.0053,74.9049,15.9196,11.1613,50.5592,25.7953
98.9775,0.8808,12.7053,68.4538,5.268,6.4853,27.9774,30.5954,1314.9827,4.9931,15.6026,10.8067,20.8689,59.4573,41.8381,75.5844,73.9695,74.5923,16.1558,11.1442,51.0402,26.4284
83.3457,0.8507,12.3075,69.7867,5.5787,6.6652,27.9588,30.4012,1317.9335,4.9928,14.9536,10.9091,15.6891,59.4331,41.7093,74.7656,73.1772,75.0572,15.5989,10.6726,49.9035,24.2781
93.5015,0.9893,12.2225,65.4436,5.6149,7.4584,27.5777,30.1028,1324.496,4.9949,15.1793,11.4832,16.4917,58.1676,40.2442,74.7806,72.6744,74.8848,15.3858,10.5064,49.4111,23.9146
99.4881,0.9323,12.4644,65.9969,5.2693,7.1599,27.1915,29.6225,1313.6847,4.9943,15.4543,10.7689,20.2528,58.1939,40.7755,74.0901,71.8348,72.5511,15.7478,11.0,49.5566,24.2128
